===== Mythica Affordance Library [2026-08-02] EA-only cleaned =====
affordance: 36620 (EA only, MOD lines removed)
列: 名字 | 模块 | super/auto/user 标志 | tgt=目标类型 | cat=菜单分类 | ages=年龄线索(test_globals) | src=EA | guid
social_Batuu_Missions_DeliverStolenContraband | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244488
social_Batuu_Missions_Deliver_Hondos_Box | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239710
social_Batuu_Missions_Deliver_The_Scientist | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241595
social_Batuu_Missions_DistractOfficer_RR13 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244352
social_Batuu_Missions_Eavesdrop | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239900
social_Batuu_Missions_FO_FR13_DisperseLoiterer | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244559
social_Batuu_Missions_FO_FR13_IntimidateCitizens | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244471
social_Batuu_Missions_FO_FR13_ReportToKyloRen | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244527
social_Batuu_Missions_FO_FR1_DeliverSupplies | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244524
social_Batuu_Missions_FO_FR2_ReportBack | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244259
social_Batuu_Missions_FO_FR3_Recruit | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244264
social_Batuu_Missions_FO_FR3_SpreadPropaganda | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244263
social_Batuu_Missions_FO_Report_Back_FR3 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244991
social_Batuu_Missions_FO_Report_Back_FS1 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244478
social_Batuu_Missions_FO_Report_Back_FS2 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244573
social_Batuu_Missions_FO_Report_Back_FS3 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244575
social_Batuu_Missions_FO_Report_Back_FS4 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244577
social_Batuu_Missions_FO_Report_Back_FS5 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244579
social_Batuu_Missions_GiveDrink | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244292
social_Batuu_Missions_Give_Bribe_For_Information | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=240390
social_Batuu_Missions_Hand_Over_Info | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=240201
social_Batuu_Missions_Intimidate_For_Info | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=240535
social_Batuu_Missions_Kylo_Lash_Out | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242358
social_Batuu_Missions_Kylo_Read_Mind | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241979
social_Batuu_Missions_Kylo_Target_Lash_Out | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=- | src=EA | guid=242359
social_Batuu_Missions_Listen | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244771
social_Batuu_Missions_Listen_Ask_About | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=251544
social_Batuu_Missions_Listen_Paired | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=251674
social_Batuu_Missions_Listen_RR13 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244416
social_Batuu_Missions_Listen_Retrieve_DataSpike | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=250825
social_Batuu_Missions_Listen_Secret_Info | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243662
social_Batuu_Missions_Offer_Bribe_For_Info | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=240315
social_Batuu_Missions_Offer_Help_RR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243894
social_Batuu_Missions_Offer_Help_RR8_CheerUp | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244330
social_Batuu_Missions_Offer_Help_RR8_GiveCredits | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244007
social_Batuu_Missions_Offer_Help_RR8_GiveDroidParts | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244002
social_Batuu_Missions_Offer_Help_RR8_GiveFood_BatuuBon | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243998
social_Batuu_Missions_Offer_Help_RR8_GiveFood_EndorianTipYip | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244166
social_Batuu_Missions_Offer_Help_RR8_GiveFood_GardenSpread | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244167
social_Batuu_Missions_Offer_Help_RR8_GiveFood_LavaRoll | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244168
social_Batuu_Missions_Offer_Help_RR8_GiveFood_OutpostPopcorn | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244169
social_Batuu_Missions_Offer_Help_RR8_GiveFood_OvernightOats | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244170
social_Batuu_Missions_Offer_Help_RR8_GiveFood_ShaakRoast | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244171
social_Batuu_Missions_Offer_Help_RR8_GiveFood_YobshrimpNoodle | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Mission_Help_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244172
social_Batuu_Missions_PayForInformation | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243990
social_Batuu_Missions_Pay_For_Information_On_Criminal | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241293
social_Batuu_Missions_Pay_Informant_FR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=247871
social_Batuu_Missions_PickPocket_Valuable_SR9 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244193
social_Batuu_Missions_Play_1st_Round_Sabacc_SR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244357
social_Batuu_Missions_Play_2nd_Round_Sabacc_SR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244359
social_Batuu_Missions_Play_Final_Round_Sabacc_SR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244366
social_Batuu_Missions_Question_About_Resistance | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239911
social_Batuu_Missions_Raise_Spirits_RR7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=- | src=EA | guid=244441
social_Batuu_Missions_Recruit_For_Heist_SS7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243286
social_Batuu_Missions_Recruit_Informant | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239908
social_Batuu_Missions_Recruit_Resistance_RR7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=- | src=EA | guid=244437
social_Batuu_Missions_Report_Back | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=237944
social_Batuu_Missions_Report_Back_FR5 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244876
social_Batuu_Missions_Report_Back_FR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=245542
social_Batuu_Missions_Report_Back_FR9 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244886
social_Batuu_Missions_Report_Back_FS8_Kylo | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244915
social_Batuu_Missions_Report_Back_RR5 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=245064
social_Batuu_Missions_Report_Back_RR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244047
social_Batuu_Missions_Report_Back_RS1 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244797
social_Batuu_Missions_Report_Back_RS2 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=246007
social_Batuu_Missions_Report_Back_SR6_Hondo | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244649
social_Batuu_Missions_Report_Back_Vi_RR7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=- | src=EA | guid=244505
social_Batuu_Missions_Rescue_Prisoner_RS8_Deliver_Prisoner | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244731
social_Batuu_Missions_Resistance_RR1_DeliverFood_BatuuBon | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243933
social_Batuu_Missions_Resistance_RR1_DeliverFood_EndorianTipYip | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243930
social_Batuu_Missions_Resistance_RR1_DeliverFood_FelucianGardenSpread | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243932
social_Batuu_Missions_Resistance_RR1_DeliverFood_MustafarianLavaRoll | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243934
social_Batuu_Missions_Resistance_RR1_DeliverFood_OutpostPopcorn | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243929
social_Batuu_Missions_Resistance_RR1_DeliverFood_RisingMoonsOvernightOats | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243935
social_Batuu_Missions_Resistance_RR1_DeliverFood_ShaakRoast | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243931
social_Batuu_Missions_Resistance_RR1_DeliverFood_Yobshrimp | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243928
social_Batuu_Missions_Resistance_RR1_TurnInSupplies | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243921
social_Batuu_Missions_Resistance_Story_03_Ask_About_Xwing_Repairs | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Resistance | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242808
social_Batuu_Missions_Resistance_Story_03_Report_To_ViMoradi | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242943
social_Batuu_Missions_Resistance_Story_03_Scoundrel_Buy_Xwing_Parts | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242832
social_Batuu_Missions_Resistance_Story_03__MeetViMoradi | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Resistance | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242773
social_Batuu_Missions_Resistance_Story_04_Deliver_Prototype_Blaster_Rifle | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243552
social_Batuu_Missions_Resistance_Story_04_Recite_Pass_Phrase | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243548
social_Batuu_Missions_Resistance_Story_04_Report_Back | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243754
social_Batuu_Missions_Retrieve_DataSpike | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239106
social_Batuu_Missions_Rey_Erase_Mind | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=242126
social_Batuu_Missions_Rey_Get_Update_RS7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243436
social_Batuu_Missions_Seduce_For_Info_SR3 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=245199
social_Batuu_Missions_Seduce_For_Information | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=243989
social_Batuu_Missions_Sell_Information_FirstOrder | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244175
social_Batuu_Missions_Sell_Information_Hondo | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244176
social_Batuu_Missions_Sell_Information_Resistance | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244177
social_Batuu_Missions_Sell_Valuable_FirstOrder | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244123
social_Batuu_Missions_Sell_Valuable_Hondo | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244122
social_Batuu_Missions_Sell_Valuable_Resistance | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244121
social_Batuu_Missions_ShareTalesOfVictory_RS9 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244155
social_Batuu_Missions_Share_Fake_Info_FS7_Mention_Security_Flaw_HoloTable | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241690
social_Batuu_Missions_Share_Fake_Info_FS7_Pretend_Share_Anti_FO_Sentiments | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241691
social_Batuu_Missions_Share_Fake_Info_FS7_Tell_Rumor | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241689
social_Batuu_Missions_Spread_FO_Propaganda | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239621
social_Batuu_Missions_Threaten_With_Arrest | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=241280
social_Batuu_Missions_Trick_Into_Revealing_AccessCode | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=239991
social_Batuu_Missions_Trick_Into_Revealing_AccessCode_Contraband | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244157
social_Batuu_Missions_Turn_In_Discuss_Tournament_Outcome_SR8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244370
social_Batuu_Missions_Turn_In_Give_FirstOrder_Information_RS7 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243463
social_Batuu_Missions_Turn_In_ReportBack_RR13 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244360
social_Batuu_Missions_Turn_In_Report_Progress_RR2 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244019
social_Batuu_Missions_Turn_In_Report_Success_RS9 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=244142
social_Batuu_Missions_Turn_In_Report_Success_SS9 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243394
social_Batuu_Missions_Turn_In_Tell_About_Heist_SS8 | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243323
social_Batuu_Missions_Turn_In_Tell_About_Scouting_Mission | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243147
social_Batuu_Missions_Use_Rep_For_Info | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=batuu_PieMenuCategory_Batuu | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=240336
social_Batuu_Reputation_NegativeOutcome_Fight | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243205
social_Batuu_Reputation_NegativeOutcome_YellAt | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=243203
social_Batuu_Reputation_Scoundrel_Bribe | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=TARGET | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=238119
social_Batuu_Reputation_Scoundrel_Bribe_NPC | sims4.tuning.instances | super=Y auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=245604
